dataset_id,table_id,column_name,column_label,column_description,column_role,value_type,unit_label,unit_iri,term_iri,term_type,required,property_iri,entity_iri,constraint_iri,method_iri
spsr-data-dictionary,cu_year,OCEAN_AGE_7,Ocean Age 7,Number of fish caught in ocean at age 7,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#ConservationUnit,,
spsr-data-dictionary,cu_year,OCEAN_MORTALITY_RATE,Ocean Mortality Rate,Proportion of fish that die while at sea,measurement,number,ratio,http://qudt.org/vocab/unit/UNITLESS,,skos_concept,FALSE,,,,
spsr-data-dictionary,cu_year,TERMINAL_AGE_1,Terminal Age 1,Number of fish caught in terminal at age 1,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#ConservationUnit,,
spsr-data-dictionary,cu_year,TERMINAL_AGE_2,Terminal Age 2,Number of fish caught in terminal at age 2,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#ConservationUnit,,
spsr-data-dictionary,cu_year,TERMINAL_AGE_3,Terminal Age 3,Number of fish caught in terminal at age 3,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#ConservationUnit,,
spsr-data-dictionary,cu_year,TERMINAL_AGE_4,Terminal Age 4,Number of fish caught in terminal at age 4,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#ConservationUnit,,
spsr-data-dictionary,cu_year,TERMINAL_AGE_5,Terminal Age 5,Number of fish caught in terminal at age 5,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#ConservationUnit,,
spsr-data-dictionary,cu_year,TERMINAL_AGE_6,Terminal Age 6,Number of fish caught in terminal at age 6,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#ConservationUnit,,
spsr-data-dictionary,cu_year,TERMINAL_AGE_7,Terminal Age 7,Number of fish caught in terminal at age 7,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#ConservationUnit,,
spsr-data-dictionary,cu_year,TERMINAL_MORTALITY_RATE,Terminal Mortality Rate,Proportion of fish that die in terminal area before spawning,measurement,number,ratio,http://qudt.org/vocab/unit/UNITLESS,,skos_concept,FALSE,,,,
spsr-data-dictionary,cu_year,SPAWNERS_AGE_1,Spawners Age 1,Number of age 1 spawners,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#ConservationUnit,,
spsr-data-dictionary,cu_year,SPAWNERS_AGE_2,Spawners Age 2,Number of age 2 spawners,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#ConservationUnit,,
spsr-data-dictionary,cu_year,SPAWNERS_AGE_3,Spawners Age 3,Number of age 3 spawners,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#ConservationUnit,,
spsr-data-dictionary,cu_year,SPAWNERS_AGE_4,Spawners Age 4,Number of age 4 spawners,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#ConservationUnit,,
spsr-data-dictionary,cu_year,SPAWNERS_AGE_5,Spawners Age 5,Number of age 5 spawners,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#ConservationUnit,,
spsr-data-dictionary,cu_year,SPAWNERS_AGE_6,Spawners Age 6,Number of age 6 spawners,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#ConservationUnit,,
spsr-data-dictionary,cu_year,SPAWNERS_AGE_7,Spawners Age 7,Number of age 7 spawners,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#ConservationUnit,,
spsr-data-dictionary,cu_year,TOTAL_SPAWNERS,Total Spawners,Total number of spawners for the year,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#ConservationUnit,,
spsr-data-dictionary,cu_year,TOTAL_EXPLOITATION_RATE,Exploitation Rate,Proportion of population that dies during a specific time period,measurement,number,ratio,http://qudt.org/vocab/unit/UNITLESS,https://w3id.org/gcdfo/salmon#ExploitationRate,owl_class,FALSE,,,,
spsr-data-dictionary,cu_year,CATCH_AGE_1,Catch Age 1,Total number of age 1 catch per year,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,,skos_concept,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#ConservationUnit,,
spsr-data-dictionary,cu_year,CATCH_AGE_2,Catch Age 2,Total number of age 2 catch per year,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,,skos_concept,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#ConservationUnit,,
spsr-data-dictionary,cu_year,CATCH_AGE_3,Catch Age 3,Total number of age 3 catch per year,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,,skos_concept,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#ConservationUnit,,
spsr-data-dictionary,cu_year,CATCH_AGE_4,Catch Age 4,Total number of age 4 catch per year,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,,skos_concept,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#ConservationUnit,,
spsr-data-dictionary,cu_year,CATCH_AGE_5,Catch Age 5,Total number of age 5 catch per year,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,,skos_concept,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#ConservationUnit,,
spsr-data-dictionary,cu_year,CATCH_AGE_6,Catch Age 6,Total number of age 6 catch per year,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,,skos_concept,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#ConservationUnit,,
spsr-data-dictionary,cu_year,CATCH_AGE_7,Catch Age 7,Total number of age 7 catch per year,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,,skos_concept,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#ConservationUnit,,
spsr-data-dictionary,cu_year,TOTAL_CATCH,Total Catch,Total harvest including commercial recreational and First Nations fisheries,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#ConservationUnit,,
spsr-data-dictionary,cu_year,RECRUITS,Recruits,Number of new fish added to a population,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,,skos_concept,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#ConservationUnit,,
spsr-data-dictionary,cu_year,TOTAL_RUN,Total Run Size,Number of salmon returning to a given system in a given year,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,,skos_concept,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#ConservationUnit,,
spsr-data-dictionary,cu_year,TOTAL_EXPLOITATION_RATE,Total Exploitation Rate,Estimated annual calendar year exploitation rate at CU or PFMA scale,measurement,number,ratio,http://qudt.org/vocab/unit/UNITLESS,https://w3id.org/gcdfo/salmon#TotalExploitationRate,owl_class,FALSE,,,,
spsr-data-dictionary,cu_year,TOTAL_MORTALITY_RATE,Total Mortality Rate,Measure of deaths in stock due to fishing and natural causes,measurement,number,ratio,http://qudt.org/vocab/unit/UNITLESS,,skos_concept,FALSE,,,,
spsr-data-dictionary,pfma_metadata,PFMA_ID,PFMA ID,Numeric ID corresponding to a Pacific Fishery Management Area,identifier,integer,,,,,,TRUE,,,,
spsr-data-dictionary,pfma_metadata,START_YEAR,Start Year,The start year the time series index became active,temporal,integer,year,http://qudt.org/vocab/unit/YR,http://rs.tdwg.org/dwc/terms/eventDate,owl_object_property,FALSE,,,,
spsr-data-dictionary,pfma_metadata,END_YEAR,End Year,The year the unit ends being active,temporal,integer,year,http://qudt.org/vocab/unit/YR,http://rs.tdwg.org/dwc/terms/eventDate,owl_object_property,FALSE,,,,
spsr-data-dictionary,pfma_metadata,DATA_COLLECTION,Data Collection Methods,Notes on data collection methods that apply to the entire timeseries,attribute,string,,,http://rs.tdwg.org/dwc/terms/samplingProtocol,owl_object_property,FALSE,,,,
spsr-data-dictionary,pfma_metadata,DATA_ANALYSIS,Data Analysis Methods,Notes on data analysis methods that apply to the entire timeseries,attribute,string,,,,,,FALSE,,,,
spsr-data-dictionary,pfma_metadata,YEAR_TYPE,Year Method,The type of year definition used in the timeseries,categorical,string,,,https://w3id.org/gcdfo/salmon#YearBasis,owl_class,FALSE,,,,
spsr-data-dictionary,pfma_metadata,AGE_TYPE,Age Method,The type of age definition used in the timeseries,categorical,string,,,,,,FALSE,,,,
spsr-data-dictionary,pfma_metadata,INFORMATION_QUALITY,Information Quality,Data quality score 1-5 based on Ogden 2015 framework,categorical,integer,,,,,,FALSE,,,,
spsr-data-dictionary,pfma_metadata,UPPER_MANAGEMENT_LEVEL,Upper Management Level,Upper reference point for the PFMA,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#UpperStockReferencePoint,owl_class,FALSE,,,,
spsr-data-dictionary,pfma_metadata,LOWER_MANAGEMENT_LEVEL,Lower Management Level,Management level representing escapement targets or inflection points,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#LimitReferencePoint,owl_class,FALSE,,,,
spsr-data-dictionary,pfma_metadata,REFERENCE,Reference,Citation for the report that data was published or archived in,attribute,string,,,http://purl.org/dc/terms/bibliographicCitation,owl_annotation_property,FALSE,,,,
spsr-data-dictionary,pfma_metadata,CONTACT,Contact,Name and email contact for dataset steward or expert,attribute,string,,,,,,FALSE,,,,
spsr-data-dictionary,pfma_metadata,COMMENTS,Comments,Additional comments about the time series,attribute,string,,,http://rs.tdwg.org/dwc/terms/occurrenceRemarks,owl_object_property,FALSE,,,,
spsr-data-dictionary,pfma_timeseries,PFMA_ID,PFMA ID,Numeric ID corresponding to a Pacific Fishery Management Area,identifier,integer,,,,,,TRUE,,,,
spsr-data-dictionary,pfma_timeseries,YEAR,Year,The year measurements were captured,temporal,integer,year,http://qudt.org/vocab/unit/YR,http://rs.tdwg.org/dwc/terms/eventDate,owl_object_property,TRUE,,,,
spsr-data-dictionary,pfma_timeseries,CATCH_AGE_1,Catch Age 1,Total catch at age 1,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,,skos_concept,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#Stock,,
spsr-data-dictionary,pfma_timeseries,CATCH_AGE_2,Catch Age 2,Total catch at age 2,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,,skos_concept,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#Stock,,
spsr-data-dictionary,pfma_timeseries,CATCH_AGE_3,Catch Age 3,Total catch at age 3,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,,skos_concept,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#Stock,,
spsr-data-dictionary,pfma_timeseries,CATCH_AGE_4,Catch Age 4,Total catch at age 4,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,,skos_concept,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#Stock,,
spsr-data-dictionary,pfma_timeseries,CATCH_AGE_5,Catch Age 5,Total catch at age 5,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,,skos_concept,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#Stock,,
spsr-data-dictionary,pfma_timeseries,CATCH_AGE_6,Catch Age 6,Total catch at age 6,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,,skos_concept,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#Stock,,
spsr-data-dictionary,pfma_timeseries,CATCH_AGE_7,Catch Age 7,Total catch at age 7,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,,skos_concept,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#Stock,,
spsr-data-dictionary,pfma_timeseries,MAINSTEM_AGE_1,Mainstem Age 1,Number of fish caught in mainstem at age 1,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#Stock,,
spsr-data-dictionary,pfma_timeseries,MAINSTEM_AGE_2,Mainstem Age 2,Number of fish caught in mainstem at age 2,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#Stock,,
spsr-data-dictionary,pfma_timeseries,MAINSTEM_AGE_3,Mainstem Age 3,Number of fish caught in mainstem at age 3,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#Stock,,
spsr-data-dictionary,pfma_timeseries,MAINSTEM_AGE_4,Mainstem Age 4,Number of fish caught in mainstem at age 4,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#Stock,,
spsr-data-dictionary,pfma_timeseries,MAINSTEM_AGE_5,Mainstem Age 5,Number of fish caught in mainstem at age 5,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#Stock,,
spsr-data-dictionary,pfma_timeseries,MAINSTEM_AGE_6,Mainstem Age 6,Number of fish caught in mainstem at age 6,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#Stock,,
spsr-data-dictionary,pfma_timeseries,MAINSTEM_AGE_7,Mainstem Age 7,Number of fish caught in mainstem at age 7,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#Stock,,
spsr-data-dictionary,pfma_timeseries,OCEAN_AGE_1,Ocean Age 1,Number of fish caught in ocean at age 1,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#Stock,,
spsr-data-dictionary,pfma_timeseries,OCEAN_AGE_2,Ocean Age 2,Number of fish caught in ocean at age 2,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#Stock,,
spsr-data-dictionary,pfma_timeseries,OCEAN_AGE_3,Ocean Age 3,Number of fish caught in ocean at age 3,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#Stock,,
spsr-data-dictionary,pfma_timeseries,OCEAN_AGE_4,Ocean Age 4,Number of fish caught in ocean at age 4,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#Stock,,
spsr-data-dictionary,pfma_timeseries,OCEAN_AGE_5,Ocean Age 5,Number of fish caught in ocean at age 5,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#Stock,,
spsr-data-dictionary,pfma_timeseries,OCEAN_AGE_6,Ocean Age 6,Number of fish caught in ocean at age 6,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#Stock,,
spsr-data-dictionary,pfma_timeseries,OCEAN_AGE_7,Ocean Age 7,Number of fish caught in ocean at age 7,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#Stock,,
spsr-data-dictionary,pfma_timeseries,TERMINAL_AGE_1,Terminal Age 1,Number of fish caught in terminal at age 1,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#Stock,,
spsr-data-dictionary,pfma_timeseries,TERMINAL_AGE_2,Terminal Age 2,Number of fish caught in terminal at age 2,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#Stock,,
spsr-data-dictionary,pfma_timeseries,TERMINAL_AGE_3,Terminal Age 3,Number of fish caught in terminal at age 3,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#Stock,,
spsr-data-dictionary,pfma_timeseries,TERMINAL_AGE_4,Terminal Age 4,Number of fish caught in terminal at age 4,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#Stock,,
spsr-data-dictionary,pfma_timeseries,TERMINAL_AGE_5,Terminal Age 5,Number of fish caught in terminal at age 5,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#Stock,,
spsr-data-dictionary,pfma_timeseries,TERMINAL_AGE_6,Terminal Age 6,Number of fish caught in terminal at age 6,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#Stock,,
spsr-data-dictionary,pfma_timeseries,TERMINAL_AGE_7,Terminal Age 7,Number of fish caught in terminal at age 7,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,https://w3id.org/gcdfo/salmon#Stock,,
spsr-data-dictionary,pfma_timeseries,ER,Total Exploitation Rate,Estimated annual calendar year exploitation rate at CU or PFMA scale,measurement,number,ratio,http://qudt.org/vocab/unit/UNITLESS,https://w3id.org/gcdfo/salmon#TotalExploitationRate,owl_class,FALSE,,,,
spsr-data-dictionary,pop_metadata,POP_ID,Population ID,Numeric code identifying the population,identifier,string,,,,,,TRUE,,,,
spsr-data-dictionary,pop_metadata,START_YEAR,Start Year,The start year the time series index became active,temporal,integer,year,http://qudt.org/vocab/unit/YR,http://rs.tdwg.org/dwc/terms/eventDate,owl_object_property,FALSE,,,,
spsr-data-dictionary,pop_metadata,END_YEAR,End Year,The year the unit ends being active,temporal,integer,year,http://qudt.org/vocab/unit/YR,http://rs.tdwg.org/dwc/terms/eventDate,owl_object_property,FALSE,,,,
spsr-data-dictionary,pop_metadata,METHOD_COLLECTION,Data Collection Methods,Notes on data collection methods that apply to the entire timeseries,attribute,string,,,http://rs.tdwg.org/dwc/terms/samplingProtocol,owl_object_property,FALSE,,,,
spsr-data-dictionary,pop_metadata,METHOD_ANALYSIS,Data Analysis Methods,Notes on data analysis methods that apply to the entire timeseries,attribute,string,,,,,,FALSE,,,,
spsr-data-dictionary,pop_metadata,YEAR_TYPE,Year Method,The type of year definition used in the timeseries,categorical,string,,,https://w3id.org/gcdfo/salmon#YearBasis,owl_class,FALSE,,,,
spsr-data-dictionary,pop_metadata,AGE_TYPE,Age Method,The type of age definition used in the timeseries,categorical,string,,,,,,FALSE,,,,
spsr-data-dictionary,pop_metadata,INDEX_QUALITY,Index Quality,Information quality ranking from New Zealand Standard,categorical,string,,,,,,FALSE,,,,
spsr-data-dictionary,pop_metadata,INFORMATION_QUALITY,Information Quality,Data quality score 1-5 based on Ogden 2015 framework,categorical,integer,,,,,,FALSE,,,,
spsr-data-dictionary,pop_metadata,REFERENCE,Reference,Citation for the report that data was published or archived in,attribute,string,,,http://purl.org/dc/terms/bibliographicCitation,owl_annotation_property,FALSE,,,,
spsr-data-dictionary,pop_metadata,CONTACT,Contact,Name and email contact for dataset steward or expert,attribute,string,,,,,,FALSE,,,,
spsr-data-dictionary,pop_metadata,COMMENTS,Comments,Additional comments about the time series,attribute,string,,,http://rs.tdwg.org/dwc/terms/occurrenceRemarks,owl_object_property,FALSE,,,,
spsr-data-dictionary,pop_year,POP_ID,Population ID,Numeric code identifying the population,identifier,string,,,,,,TRUE,,,,
spsr-data-dictionary,pop_year,YEAR,Year,The year measurements were captured,temporal,integer,year,http://qudt.org/vocab/unit/YR,http://rs.tdwg.org/dwc/terms/eventDate,owl_object_property,TRUE,,,,
spsr-data-dictionary,pop_year,SPAWNERS_AGE_1,Spawners Age 1,Number of age 1 spawners,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,http://rs.tdwg.org/dwc/terms/Organism,,
spsr-data-dictionary,pop_year,SPAWNERS_AGE_2,Spawners Age 2,Number of age 2 spawners,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,http://rs.tdwg.org/dwc/terms/Organism,,
spsr-data-dictionary,pop_year,SPAWNERS_AGE_3,Spawners Age 3,Number of age 3 spawners,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,http://rs.tdwg.org/dwc/terms/Organism,,
spsr-data-dictionary,pop_year,SPAWNERS_AGE_4,Spawners Age 4,Number of age 4 spawners,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,http://rs.tdwg.org/dwc/terms/Organism,,
spsr-data-dictionary,pop_year,SPAWNERS_AGE_5,Spawners Age 5,Number of age 5 spawners,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,http://rs.tdwg.org/dwc/terms/Organism,,
spsr-data-dictionary,pop_year,SPAWNERS_AGE_6,Spawners Age 6,Number of age 6 spawners,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,http://rs.tdwg.org/dwc/terms/Organism,,
spsr-data-dictionary,pop_year,SPAWNERS_AGE_7,Spawners Age 7,Number of age 7 spawners,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,http://rs.tdwg.org/dwc/terms/Organism,,
spsr-data-dictionary,pop_year,TOTAL_SPAWNERS,Total Spawners,Total number of spawners for the year,measurement,integer,individuals,http://qudt.org/vocab/unit/NUM,http://rs.tdwg.org/dwc/terms/individualCount,owl_object_property,FALSE,http://purl.obolibrary.org/obo/PATO_0000070,http://rs.tdwg.org/dwc/terms/Organism,,
spsr-data-dictionary,pop_year,pHOS,Proportion Hatchery Origin Spawners,The proportion of hatchery-origin spawners,measurement,number,ratio,http://qudt.org/vocab/unit/UNITLESS,,skos_concept,FALSE,,,,
spsr-data-dictionary,pop_year,MARINE_SURVIVAL_INDEX,Marine Survival Index,Survival rate of fish during ocean time,measurement,number,ratio,http://qudt.org/vocab/unit/UNITLESS,,skos_concept,FALSE,,,,
spsr-data-dictionary,pop_year,EXPANSION_FACTOR,Expansion Factor,Tool to estimate total run size from observed catch,measurement,number,scalar,http://qudt.org/vocab/unit/UNITLESS,,skos_concept,FALSE,,,,
spsr-data-dictionary,indicator_year,INDICATOR_CWT,Indicator CWT,The name of the Coded-Wire Tag population which acts as indicator,identifier,string,,,,,,TRUE,,,,
